State,Species,Band,Pair,Comp,Tag,Lat,Long,Elev,Aspect,Slope,DBH,Bark,BAF,PIPO_L,PIPO_R,PIPO_G,POTR_L,POTR_R,POTR_G,PIEN_L,PIEN_R,PIEN_G,PSME_L,PSME_R,PSME_G,ABLA_L,ABLA_R,ABLA_G,PIED_L,PIED_R,PIED_G,QUGA_L,QUGA_R,QUGA_G,Jun_sp_L,Jun_sp_R,Jun_sp_G,BA_tot,BA_sameL,BA_sameLR,BA_sameRG,BA_same_all,BA_otherL,BA_otherLR,BA_otherRG,BA_other_all,BA_totL,BA_totR,BA_totG,PIPO_5,PIPO_5d,POTR_5,POTR_5d,PIEN_5,PIEN_5d,ABLA_5,ABLA_5d,PSME_5,PSME_5d,PIED_5,PIED_5d,QUGA_5,PIPU_5,PIPU_5d,Jun_sp_5,Jun_sp_5d,N_Cr,p_bot(of canopy),p_top(of canopy),p_base(ref),dist,three_cams,Notes,pic_N,pic_S,PIPO_r1,PIPO_r2,PIPO_r3,PIPO_r4,PIPO_reg_dead,POTR_r1,POTR_r2,POTR_r3,POTR_r4,POTR_reg_dead,PSME_r1,PSME_r2,PSME_r3,PSME_r4,PSME_rdead,ABLA_r1,ABLA_r2,ABLA_r3,ABLA_r4,ABLA_rt,ABLA_rdead,PIEN_r1,PIEN_r2,PIEN_r3,PIEN_r4,PIEN_rt,PIEN_rdead,PIED_R1,PIED_r2,PIED_r3,PIED_r4,PIED_rdead,Jun_spR1,Jun_spr2,Jun_spr3,Jun_spr4,Jun_sprdead,other
CO,ABLA,L,9,L,ABLA-L-9L,37.4758,108.15514,3090,S,8,31.4,1.4,10,0,0,0,7,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,170,60,60,0,60,70,170,40,110,130,40,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-6.5,97.6,-17.7,17,,,356,357,0,0,0,0,NA,47,10,0,0,NA,0,0,0,0,NA,1,3,1,1,1,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,9,H,ABLA-L-9H,37.47607,108.1553,3087,SW,18,29.4,1,10,0,0,0,13,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,220,60,60,0,60,160,220,0,160,220,0,0,0,0,8,0,2,0,3,0,0,0,0,0,0,0,0,0,0,5,25.1,72.5,1.4,20,,,358,359,0,0,0,0,NA,10,3,3,0,NA,0,0,0,0,NA,29,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,10,H,ABLA-L-10H,37.48755,108.16793,3109,SSW,5,44.2,1.5,10,0,0,0,5,0,1,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,250,160,160,0,160,80,240,10,90,240,0,10,0,0,5,1,0,0,21,0,0,0,0,0,0,0,0,0,0,5,40.9,89.6,-0.9,26,y,,462,463,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,3,8,20,17,0,"4,3",0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,10,L,ABLA-L-10L,37.48755,108.16811,3111,SSW,5,46.7,1.5,10,0,0,0,5,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,200,110,110,0,110,90,200,0,90,200,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,25.8,93.3,-1,21,y,,464,465,0,0,0,0,NA,10,7,0,0,NA,0,0,0,0,NA,5,7,8,7,0,NA,3,2,0,0,0,2,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,11,L,ABLA-L-11L,37.48987,108.16926,3109,SSW,5,46.4,1.5,10,0,0,0,8,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,190,100,100,10,110,80,180,0,80,180,0,10,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,-4.9,64.4,-11.1,26,y,,474,475,0,0,0,0,NA,23,8,2,3,NA,0,0,0,0,NA,1,0,2,3,0,NA,0,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,11,H,ABLA-L-11H,37.48922,108.16915,3108,SW,15,39.8,1.2,10,0,0,0,4,0,0,2,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,240,170,170,10,180,60,230,0,60,230,0,10,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,29.8,83.9,0,20,y,,476,477,0,0,0,0,NA,19,2,0,3,NA,0,0,0,0,NA,2,4,4,1,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,12,H,ABLA-L-12H,37.49078,108.17015,3112,SW,8,49,1.8,10,0,0,0,3,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,210,140,140,0,140,70,210,0,70,210,0,0,0,0,1,0,4,0,9,0,0,0,0,0,0,0,0,0,0,6,39.2,77.4,5.4,31,y,,478,479,0,0,0,0,NA,1,0,0,0,NA,0,0,0,0,NA,7,0,1,1,0,3,1,0,1,2,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,12,L,ABLA-L-12L,37.49075,108.17022,3104,SW,9,56,1.4,10,0,0,0,5,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,150,80,80,0,80,70,150,0,70,150,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,21.3,99.4,4.4,28,y,,480,481,0,0,0,0,NA,6,5,2,0,NA,0,0,0,0,NA,0,6,2,1,0,2,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,13,L,ABLA-L-13L,37.49439,108.17384,3083,SW,24,35,1.3,10,0,0,0,0,0,0,14,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,220,70,70,0,70,140,210,10,150,210,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5.9,82.4,-12.7,24,0,0,486,487,0,0,0,0,NA,3,1,0,3,NA,0,0,0,0,NA,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,13,H,ABLA-L-13H,37.49456,108.17384,3083,SW,28,34.5,0.9,10,0,0,0,5,0,0,9,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,340,190,200,10,200,140,340,0,140,330,10,0,0,0,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,5,43.1,127,-11.4,16,0,0,488,489,0,0,0,0,NA,7,11,1,0,NA,0,0,0,0,NA,7,0,0,2,0,NA,4,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,14,L,ABLA-L-14L,37.49459,108.17503,3060,W,25,56.5,1.7,10,0,0,0,1,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,150,50,50,0,50,100,150,0,100,150,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1.2,71.6,-12.1,28,0,0,490,91,0,0,0,0,NA,3,1,1,3,11,0,0,0,0,NA,1,4,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,14,H,ABLA-L-14H,37.4954,108.17471,3067,W,15,57.5,2.3,10,0,0,0,2,0,0,14,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,210,40,40,10,50,160,200,0,160,200,0,10,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,4,28.7,87.5,-1,34,0,0,92,93,0,0,0,0,NA,22,4,0,0,NA,0,0,0,0,NA,10,34,32,18,0,NA,2,2,4,6,0,0,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,15,L,ABLA-L-15-L,37.49729,108.17474,3071,SW,3,32.9,1.5,10,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,10,10,0,10,40,50,0,40,50,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,-1.4,63.7,-6.9,23,0,0,498,499,0,0,0,0,NA,5,13,5,1,NA,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,L,15,H,ABLA-L-15H,37.4971,108.17467,3067,SW,2,28.5,1,10,0,0,0,16,0,2,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,320,120,120,0,120,180,300,20,200,300,0,20,0,0,8,2,3,0,9,0,0,0,0,0,0,0,0,0,0,4,46.5,85.5,-4.6,19,0,0,500,501,0,0,0,0,NA,11,0,0,1,NA,0,0,0,0,NA,1,3,7,4,0,NA,0,2,0,2,0,0,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,1,L,ABLA-M-1L,37.48695,108.14342,3310,SSW,4,51.2,2,10,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,150,50,50,0,50,100,150,0,100,150,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,8.4,71.7,0,32,y,,81,82,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,2,1,1,0,0,NA,1,2,2,3,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,1,H,ABLA-M-1H,37.48679,108.14275,3300,SSW,10,55.6,2.4,10,0,0,0,0,0,0,1,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0,380,350,370,20,370,10,380,0,10,360,20,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,49.6,90.7,0,30,y,"some tiny ABLA and PIEN in with R1, most likely",83,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,18,2,1,1,0,NA,13,5,0,3,0,1,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,2,L,ABLA-M-2L,37.48618,108.14272,3293,SW,11,34.8,1.9,10,0,0,0,0,0,0,7,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,110,20,30,20,40,70,100,0,70,90,10,10,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,33.5,91.7,0,23,y,,84,85,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,3,8,3,2,0,NA,1,0,0,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,2,H,ABLA-M-2H,37.48616,108.14242,3290,SSW,10,31.5,1.2,10,0,0,0,0,0,0,22,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,310,70,70,10,80,220,300,10,230,290,10,10,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,5,54,100,0,25,y,tiny ABLA included with r1s,86,87,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,53,11,4,0,0,NA,0,2,0,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,3,L,ABLA-M-3L,37.48539,108.14243,3287,SSW,15,33.6,1.2,10,0,0,0,0,0,0,9,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,170,40,70,40,80,90,160,0,90,130,30,10,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,33.4,78.9,0,27,y,getting attacked by beetles,88,89,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,13,5,1,1,11,NA,4,0,0,1,2,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,3,H,ABLA-M-3H,37.48565,108.14149,3290,SSW,6,39.3,1.4,10,0,0,0,0,0,0,14,0,1,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,240,60,80,30,90,140,220,10,150,200,20,20,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,53.3,87.1,0,29,y,,90,91,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,2,1,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,4,H,ABLA-M-4H,37.48489,108.14058,3285,S,10,34,1.5,10,0,0,0,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,220,160,160,0,160,60,220,0,60,220,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,4,39.1,81.9,0,25,y,,92,93,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,4,5,1,1,0,NA,0,1,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,4,L,ABLA-M-4L,37.48523,108.14028,3300,SSW,10,25,1.9,10,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,80,30,30,0,30,40,70,10,50,70,0,10,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,39,64.7,0,25,y,,94,95,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,2,1,1,0,0,NA,4,4,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,5,H,ABLA-M-5H,37.48512,108.13885,3285,SSW,8,25.2,1.1,10,0,0,0,0,0,0,8,0,1,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,240,140,140,10,150,80,220,10,90,220,0,20,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,1,34,48,0,36,y,,96,97,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,3,5,3,0,NA,1,1,2,3,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,5,L,ABLA-M-5L,37.48514,108.13905,3285,SSW,8,25.2,1,10,0,0,0,0,0,0,6,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,130,60,60,0,60,60,120,10,70,120,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,41.5,0,26,y,,98,99,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,10,0,0,0,7,NA,3,1,0,0,1,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,6,H,ABLA-M-6H,37.48589,108.1395,3298,SW,5,33.1,1.2,10,0,0,0,0,0,0,15,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,310,150,150,0,150,150,300,10,160,300,0,10,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,4,64.7,90.5,0,27,y,,100,101,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,24,0,0,0,16,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,6,L,ABLA-M-6L,37.48593,108.13933,3303,SW,5,34.2,1.4,10,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,80,40,40,0,40,40,80,0,40,80,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,27.5,63.3,0,32,y,,102,103,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,21,15,2,0,0,NA,11,5,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,7,H,ABLA-M-7H,37.48451,108.13879,3275,NONE,0,39,1.4,10,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,120,40,40,0,40,80,120,0,80,120,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,28.7,91.6,0,20,y,,104,105,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,7,L,ABLA-M-7L,37.48437,108.13862,3279,NONE,0,34.9,1.7,10,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,10,10,0,10,20,30,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,0,38,y,,106,107,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,8,L,ABLA-M-8L,37.48413,108.13988,3276,SW,5,50.2,2,10,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,50,50,0,50,50,100,0,50,100,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,80,0,27,y,,108,109,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,2,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,8,H,ABLA-M-8H,37.48429,108.13975,3281,SW,5,42.2,1.7,10,0,0,0,0,0,0,5,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,270,210,210,0,210,50,260,10,60,260,0,10,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,38,76,0,26,y,,110,111,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,5,8,4,7,12,NA,1,0,2,2,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,9,L,ABLA-M-9L,37.48423,108.14154,3286,SW,10,46,2.4,10,0,0,0,0,0,0,6,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,120,50,60,10,60,60,120,0,60,110,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,9.6,115,0,22,y,,112,113,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,3,3,1,0,NA,0,1,3,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,9,H,ABLA-M-9H,37.48442,108.14133,3271,SW,10,48.8,2.2,10,0,0,0,0,0,0,5,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,170,90,110,30,120,50,160,0,50,140,20,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,4,38,88.3,0,28,y,,114,115,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,1,2,0,0,0,NA,0,1,1,3,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,10,H,ABLA-M-10H,37.47838,108.11351,3289,SSW,30,40.1,1.4,10,0,0,0,0,0,0,18,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,250,30,40,40,70,180,220,0,180,210,10,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,44.6,92.1,0,27,y,,116,117,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,27,11,3,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,10,L,ABLA-M-10L,37.4784,108.1142,3277,SSW,30,38,1.6,10,0,0,0,0,0,0,5,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,150,80,90,20,100,50,140,0,50,130,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.1,87,0,27,y,,118,119,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,3,3,2,0,0,NA,0,3,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,11,H,ABLA-M-11H,37.47876,108.11326,3293,SW,30,42.5,1.4,10,0,0,0,0,0,0,15,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,280,120,120,0,120,150,270,10,160,270,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,56.4,134,1.3,21,,,441,442,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,8,0,0,0,0,4,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,11,L,ABLA-M-11L,37.47888,108.11311,3296,SW,30,47,1.5,10,0,0,0,0,0,0,11,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,170,50,50,0,50,110,160,10,120,160,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,84.3,-4.5,28,,,443,444,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,6,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,12,L,ABLA-M-12L,37.47884,108.11326,3304,WSW,40,31.2,1,10,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,130,50,50,0,50,80,130,0,80,130,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1.5,69.7,-4.6,20,,"TV mode 445, AV mode 447",445,447,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,5,0,0,0,29,NA,3,0,0,0,3,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,12,H,ABLA-M-12H,37.4797,108.11333,3303,WSW,40,32,0.9,10,0,0,0,0,0,0,22,1,2,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,380,80,90,50,130,220,320,30,250,300,20,60,0,0,0,0,10,3,1,0,0,0,0,0,0,0,0,0,0,5,18.3,90.6,-6.23,29,,,448,449,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,2,0,0,0,0,NA,0,0,0,1,0,4,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,13,H,ABLA-M-13H,37.48077,108.1135,3312,SW,20,39.8,1.2,10,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,240,40,40,0,40,200,240,0,200,240,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,4,32.5,97.4,-15.1,24,,,450,451,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,7,3,0,0,6,NA,2,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,13,L,ABLA-M-13L,37.48055,108.11367,3305,SW,20,42.8,1.5,10,0,0,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,280,20,20,0,20,260,280,0,260,280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26.1,93.2,1.4,30,,,452,453,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,14,L,ABLA-M-14L,37.47979,108.1154,3278,S,40,43.1,2.6,10,0,0,0,0,0,0,15,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,200,20,30,30,50,150,180,0,150,170,10,20,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,32,91.5,-12.5,26,,,454,455,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,4,9,7,1,0,NA,1,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,14,H,ABLA-M-14H,37.47972,108.11516,3275,S,40,37.9,1.1,10,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,300,20,20,0,20,280,300,0,280,300,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,4,48.3,111,-3.3,22,,,456,457,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,1,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,15,L,ABLA-M-15L,37.47785,108.11226,3292,S,16,36.9,1.5,10,0,0,0,0,0,0,9,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,150,40,40,0,40,90,130,20,110,130,0,20,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,15.5,87.7,9.4,24,,,458,459,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,3,4,0,0,0,NA,0,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,ABLA,M,15,H,ABLA-M-15H,37.478,108.11216,3304,S,16,36.1,1.5,10,0,0,0,0,0,0,14,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,210,30,30,0,30,140,170,40,180,170,0,40,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,4,47.4,89,14.5,30,,,460,461,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,4,1,1,1,0,NA,1,0,0,0,0,4,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,1,L,PIPO-H-1L,37.49058,108.23962,2709,S,5,41.4,2.6,10,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,10,0,10,60,60,0,60,70,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,21,107,0,18,,originally entered into wrong spreadsheet and shifted,232,233,0,0,0,0,NA,20,9,2,1,3,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,1,H,PIPO-H-1H,37.49069,108.23952,2705,S,5,35.7,2.4,10,3,0,0,1,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,30,30,0,30,80,80,20,100,110,0,20,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,48.1,90,0,19,,originally entered into wrong spreadsheet and shifted,234,235,0,0,0,0,NA,40,15,1,0,NA,0,0,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,2,H,PIPO-H-2H,37.48562,108.24797,2679,S,5,68.7,5.4,10,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,30,30,0,30,30,30,70,100,60,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,33.4,98.3,-10.9,22,,originally entered into wrong spreadsheet and shifted,244,245,0,0,1,0,NA,2,7,2,0,"3,2,2,2,2,2",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,2,L,PIPO-H-2L,37.48611,108.24815,2679,SSW,5,78.5,5.8,10,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,20,0,20,20,20,10,30,40,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,122,-9.8,18,,originally entered into wrong spreadsheet and shifted,246,247,0,0,0,0,NA,1,18,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,3,H,PIPO-H-3H,37.48592,108.2506,2673,S,3,64.3,3.6,10,1,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,10,0,10,40,50,40,80,50,10,30,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,45.5,133,-9,18,,originally entered into wrong spreadsheet and shifted,252,253,0,0,0,0,NA,8,21,5,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,3,L,PIPO-H-3L,37.48549,108.25059,2672,S,2,74.2,5.7,10,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,10,0,10,20,20,10,30,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,126,-1.7,19,,originally entered into wrong spreadsheet and shifted,254,255,0,0,0,0,NA,8,13,4,4,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
